source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Gästrikland, Årsunda sn, Bohällan, Fallas, Erik-Lars",60.50,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3813"",""catalogNumber"":""S09-3813"",""higherGeography"":""Europe; Sweden; Gästrikland; Årsunda"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Årsunda sn, 1200 m SSV om Bohällan, Fallas, strax N om Erik-Lars, vid ladugård, skräpmark. 13G 1j 4734. 6709787, 1548448. 2007-08-03. Göran Odelvik 9051"",""verbatimLocality"":""Gästrikland: Årsunda sn, 1200 m SSV om Bohällan, Fallas, strax N om Erik-Lars, vid ladugård, skräpmark. 13G 1j 4734. 6709787, 1548448. 2007-08-03. Göran Odelvik 9051"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.50""}","{""locationDisplayLabel"":""Bohällan, Fallas, Erik-Lars"",""verbatimTokens"":[""Gästrikland"",""Årsunda sn"",""Bohällan"",""Fallas"",""Erik-Lars""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.37,16.77,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3831"",""catalogNumber"":""S09-3831"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 7850 m NNV om Österfärnebo kyrka, Österbor, 1100 m SO om Vreten, Alderhulten, 50 m NO om det sydligaste huset, liten gräsbeklädd kulle. 12H 9a 0230. 6695276, 1553013. 2007-08-03. Göran Odelvik 9069"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 7850 m NNV om Österfärnebo kyrka, Österbor, 1100 m SO om Vreten, Alderhulten, 50 m NO om det sydligaste huset, liten gräsbeklädd kulle. 12H 9a 0230. 6695276, 1553013. 2007-08-03. Göran Odelvik 9069"",""decimalLatitude"":""16.77"",""decimalLongitude"":""60.37""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.38,16.76,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3825"",""catalogNumber"":""S09-3825"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9063"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9063"",""decimalLatitude"":""16.76"",""decimalLongitude"":""60.38""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.38,16.76,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3826"",""catalogNumber"":""S09-3826"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9064"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9064"",""decimalLatitude"":""16.76"",""decimalLongitude"":""60.38""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.38,16.76,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3827"",""catalogNumber"":""S09-3827"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9065"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, sandig gräsmark. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9065"",""decimalLatitude"":""16.76"",""decimalLongitude"":""60.38""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.38,16.76,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3828"",""catalogNumber"":""S09-3828"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, skogsbryn. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9066"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, skogsbryn. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9066"",""decimalLatitude"":""16.76"",""decimalLongitude"":""60.38""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.38,16.76,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3829"",""catalogNumber"":""S09-3829"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, grushög. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9067"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 8250 m NNV om Österfärnebo kyrka, Österbor, 700 m SO om Vreten, 450 m NNV om Alderhulten, det sydligaste huset, grushög. 12H 9a 0627. 6695620, 1552755. 2007-08-03. Göran Odelvik 9067"",""decimalLatitude"":""16.76"",""decimalLongitude"":""60.38""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Österfärnebo kyrka, Österbor, Vreten, Alderhulten",60.56,16.77,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3830"",""catalogNumber"":""S09-3830"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 7850 m NNV om Österfärnebo kyrka, Österbor, 1100 m SO om Vreten, Alderhulten, 50 m NO om det sydligaste huset, liten gräsbeklädd kulle. 12H 9a 0230. 6695276, 1553013. 2007-08-03. Göran Odelvik 9068"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 7850 m NNV om Österfärnebo kyrka, Österbor, 1100 m SO om Vreten, Alderhulten, 50 m NO om det sydligaste huset, liten gräsbeklädd kulle. 12H 9a 0230. 6695276, 1553013. 2007-08-03. Göran Odelvik 9068"",""decimalLatitude"":""16.77"",""decimalLongitude"":""60.56""}","{""locationDisplayLabel"":""Österbor, Vreten, Alderhulten"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Österfärnebo kyrka"",""Österbor"",""Vreten"",""Alderhulten""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3841"",""catalogNumber"":""S09-3841"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4450 m NO om Västanhede, Gammelbodarna, 300 m N om det sydligaste huset, strax O om grusväg, vid stengärdesgård, vägkant. 12G 9j 4937. 6699931, 1548702. 2007-08-03. Göran Odelvik 9079"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4450 m NO om Västanhede, Gammelbodarna, 300 m N om det sydligaste huset, strax O om grusväg, vid stengärdesgård, vägkant. 12G 9j 4937. 6699931, 1548702. 2007-08-03. Göran Odelvik 9079"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3840"",""catalogNumber"":""S09-3840"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9078"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9078"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3839"",""catalogNumber"":""S09-3839"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9077"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9077"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3838"",""catalogNumber"":""S09-3838"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9076"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9076"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3837"",""catalogNumber"":""S09-3837"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9075"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9075"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Västanhede, Gammelbodarna",60.41,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3836"",""catalogNumber"":""S09-3836"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9074"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4350 m NO om Västanhede, Gammelbodarna, 200 m N om det sydligaste huset, strax O om grusväg, vid hus, stenig mark. 12G 9j 4836. 6699890, 1548677. 2007-08-03. Göran Odelvik 9074"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.41""}","{""locationDisplayLabel"":""Österfärnebo sn, Västanhede, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Västanhede"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Trösken, Trekanten, Gammelbodarna",60.42,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3834"",""catalogNumber"":""S09-3834"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9072"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9072"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.42""}","{""locationDisplayLabel"":""Trösken, Trekanten, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Trösken"",""Trekanten"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Trösken, Trekanten, Gammelbodarna",60.42,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3833"",""catalogNumber"":""S09-3833"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9071"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9071"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.42""}","{""locationDisplayLabel"":""Trösken, Trekanten, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Trösken"",""Trekanten"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Trösken, Trekanten, Gammelbodarna",60.42,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3832"",""catalogNumber"":""S09-3832"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9070"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9070"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.42""}","{""locationDisplayLabel"":""Trösken, Trekanten, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Trösken"",""Trekanten"",""Gammelbodarna""]}"
GBIF,s-fbo,"Gästrikland, Österfärnebo sn, Trösken, Trekanten, Gammelbodarna",60.42,16.69,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S09-3835"",""catalogNumber"":""S09-3835"",""higherGeography"":""Europe; Sweden; Gästrikland; Österfärnebo"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Gästrikland"",""locality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark vid stengärdesgård. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9073"",""verbatimLocality"":""Gästrikland: Österfärnebo sn, 4300 m SSV om Trösken, 1800 m SSO om Trekanten, Gammelbodarna, strax NO om det nordligaste huset, gräsmark vid stengärdesgård. 13G 0j 0037. 6700035, 1548781. 2007-08-03. Göran Odelvik 9073"",""decimalLatitude"":""16.69"",""decimalLongitude"":""60.42""}","{""locationDisplayLabel"":""Trösken, Trekanten, Gammelbodarna"",""verbatimTokens"":[""Gästrikland"",""Österfärnebo sn"",""Trösken"",""Trekanten"",""Gammelbodarna""]}"
